Username,Tweet
1668183631171563521,b'RT @MARQUEZ__93: Anies Baswedan Sudah Di Panggil Pak Presiden Oleh PKS.\nBetapa Bangga Anies Baswedan Di Panggil Presiden Hingga Berdiri.\n\nR\xe2\x80\xa6'
1668183631003799553,"b""Wuiih...ada Ustadz Das'ad Latif di acara Anies Baswedan.\xf0\x9f\x98\x82\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d https://t.co/vxmHDSK2QW"""
1668183623881883648,b'RT @GeiszChalifah: Dia belum jadi Menteri belum jadi Gubernur. Bukan pejabat negara. 7 penghargaan Int dia raih. \nBerikan pembandingnya saj\xe2\x80\xa6'
1668183618819334144,"b'Sedangkan Anies Baswedan berjaya di satu provinsi saja yakni DKI Jakarta, sebesar 40,3 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto'"
1668183603170385921,"b'RT @Yurissa_Samosir: karya anak bangsa yg mendunia dan Berprestasi..., Semoga setiap keringat dari para pekerja menjadi saksi,,...betapa he\xe2\x80\xa6'"
1668183590595883008,b'RT @JamalBoegis: Alumni ITB Dukung @aniesbaswedan Sebagai Presiden RI 2024. https://t.co/6nHl4WmJxQ'
1668183584417648640,"b'Diketahui, hasil survei dari berbagi lembaga menunjukkan nama Prabowo Subianto menempati urutan pertama dibandingkan Bakal Calon Presiden (Bacapres) lainnya, seperti Ganjar Pranowo maupun Anies Baswedan.\n#PrabowoUntukIndonesia #NeruskePakdhe'"
1668183581649440769,"b'Kemudian 32,8 persen responden memilih Ganjar Pranowo, dan 21,9 persen responden memilih Anies Baswedan. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto'"
1668183573231468544,"b'RT @RstmBcl: Bagaimana ini Nasdem kader pada ngamuk, kelihatanya tak suka dg mengusung Pak Anies Baswedan\nKan udah nyata Pak @ganjarpranowo\xe2\x80\xa6'"
1668183553434320896,b'RT @GeiszChalifah: Dia belum jadi Menteri belum jadi Gubernur. Bukan pejabat negara. 7 penghargaan Int dia raih. \nBerikan pembandingnya saj\xe2\x80\xa6'
1668183550947127296,"b'Disusul, capres dari Koalisi Perubahan, Anies Baswedan, dengan elektabilitas sebesar 12,8 persen. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto'"
1668183498254061568,"b'Posisi kedua disusul Gubernur Jateng Ganjar Pranowo dengan elektabilitas 32,8 persen dan di posisi ketiga ada mantan Gubernur Jakarta Anies Baswedan 21,9 persen.\n#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto'"
1668183497931124739,"b'RT @hc_poirot: ""Anies Baswedan adalah putra terbaik Indonesia. Mengapa rezim memusuhinya?"" tanya Musni Umar\n\nhttps://t.co/Ha0ht5BmaM'"
1668183466553520128,"b'Anies Baswedan yang didukung Partai NasDem, Partai Demorat dan PKS, pun harus sabar.\n#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto'"
1668183455535099904,b'RT @Jatayu_45: ANIES BASWEDAN SEMAKIN DICINTAI WARGA INDONESIA....\xe2\x80\xbc\xef\xb8\x8f\n\n#NKRIDijarahRezimPKI\n#NKRIDijarahRezimPKI\n\xf0\x9f\x86\x98\xf0\x9f\x86\x97 https://t.co/TcWfdlJj1X'
1668183442163638275,"b'Sungguh di luar dugaan, kini Prabowo meninggali dua kandidat bacapres lainnya seperti Ganjar Pranowo dan Anies Baswedan.\n#PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto'"
1668183427622006784,"b'@putrafajar1945 @ganjarpranowo @aniesbaswedan Apapun ceritanya,  IQ, EQ, SQ Anies Baswedan itu lebih baik dari Ganjar, Ini adalah fakta. Makanya Ganjar dan groupnya termasuk Jokowi, jangan halangi kebaikan untuk bangsa ini. Bersama Anies Baswedan negara pasti lebih baik.'"
1668183407342555136,b'RT @abwnews_: Abdullah Hehamahua Yakin Anies Baswedan Mampu Berantas Korupsi\n\nhttps://t.co/LTssVOpeT5'
1668183342511185920,"b'RT @tvOneNews: Bukan Anies Baswedan, Justru Prabowo Subianto Sosok yang Cocok Jadi Presiden kata Fahri Hamzah, Gegara Ini.. https://t.co/QV\xe2\x80\xa6'"
1668183339839426560,b'RT @abwnews_: Abdullah Hehamahua Yakin Anies Baswedan Mampu Berantas Korupsi\n\nhttps://t.co/LTssVOpeT5'
1668183329697574912,b'RT @RurouniKingtuk: @aniesbaswedan  kembali difitnah oleh Neo PKI .\nGaya mereka tak berbeda dg moyang mereka. \n\nSebuah berkas diklaim sebag\xe2\x80\xa6'
1668183317890625539,b'RT @RurouniKingtuk: @aniesbaswedan  kembali difitnah oleh Neo PKI .\nGaya mereka tak berbeda dg moyang mereka. \n\nSebuah berkas diklaim sebag\xe2\x80\xa6'
1668183305441939456,b'@aniesbaswedan PRESIDEN RI 2024\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\nAnies Baswedan'
1668183238005911552,"b'RT @Yurissa_Samosir: Putri Ariani Menyanyikan Lagu ""INDONESIA RAYA "" Bersama  Bapak Anies Baswedan dan AHY di Acara Milad PKS https://t.co/\xe2\x80\xa6'"
1668183193051340800,b'RT @geloraco: PKS Kota Bogor All Out Menangkan Anies Baswedan di Pilpres 2024\nhttps://t.co/f4zrveBawV'
1668183175317843971,"b'RT @Yurissa_Samosir: Putri Ariani Menyanyikan Lagu ""INDONESIA RAYA "" Bersama  Bapak Anies Baswedan dan AHY di Acara Milad PKS https://t.co/\xe2\x80\xa6'"
1668183163443769344,b'RT @Yurissa_Samosir: Nyobain Joging Track 1.8 KM di Stadion JIS....karya anak bangsa yg keren sudah jelas kepemimpinannya Bapak Anies Baswe\xe2\x80\xa6'
1668183141973127168,b'RT @idtodayco: Anies Baswedan: Jabar Lumbung Suara Nasional Menyongsong Kemenangan Pemilu 2024\nhttps://t.co/CssbPa9yYK'
1668183140312178689,"b'RT @aniesmania: Polling terbuka Akbar Faisal Uncensored: 62,95% voters pilih Anies Baswedan! Jauh lebih unggul dari Prabowo dan Ganjar \xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xa6'"
1668183110608101376,b'RT @democrazymedia: Survei LSN: Nyaris 100 Persen Pemilih Beragama Islam Dukung Anies Baswedan\nhttps://t.co/NpjQLgmasS'
1668183097966477315,b'RT @NasDem: Anies Baswedan menjadi orang Indonesia pertama yang diangkat menjadi anggota dewan Institute for ASEAN Studies yang merupakan b\xe2\x80\xa6'
1668183095345053696,b'RT @JamalBoegis: Alumni ITB Dukung @aniesbaswedan Sebagai Presiden RI 2024. https://t.co/6nHl4WmJxQ'
1668183067918483456,"b'RT @HidayatNatari: Atang;\n""Insya Allah target kami di Pilpres 2024 ini 80 persen untuk Pak Anies Baswedan. Mudah-mudahan ini bisa tercapai\xe2\x80\xa6'"
1668183055029391362,b'RT @RomitsuT: Putri Ariani dari kecil sudah dikagumi oleh Anies Baswedan loh mas Ganjar....selama ini kemane saja ? \nKetenaran Putri jangan\xe2\x80\xa6'
1668182934254419968,b'RT @HmfaqihA: Sejak kapan Anies Baswedan diangkat jadi Presiden RI ?\nPKS panggil Anies Baswedan dgn sebutan Presiden Republik Indonesia.\nAp\xe2\x80\xa6'
1668182897608777728,b'RT @Dennysiregar7: Lah kok melupakan kawan ?\n\nCokroTV itu saluran bebas beropini aja. Berbeda pendapat sampe berantem juga pernah disana. T\xe2\x80\xa6'
1668182840935321601,b'RT @idtodayco: Survei LSN: Nyaris 100 Persen Pemilih Beragama Islam Dukung Anies Baswedan\nhttps://t.co/1xfIyZf1MV'
1668182824804048896,b'RT @RomitsuT: Putri Ariani dari kecil sudah dikagumi oleh Anies Baswedan loh mas Ganjar....selama ini kemane saja ? \nKetenaran Putri jangan\xe2\x80\xa6'
1668182813433290753,b'RT @aniesindo: https://t.co/LLaeR1L3py https://t.co/dp3SoIWyP2'
