Username,Tweet
CantikMaskur,@Cozillar_Reborn @Metro_TV @ganjarpranowo @aniesbaswedan 🤔🤣🤣🤣
NovendraPutra4,@Heraloebss @prabowo @aniesbaswedan @ganjarpranowo @jokowi Saya masih bersama Pak Prabowo Subianto
yuliaboe1,@Metro_TV @ganjarpranowo @aniesbaswedan Looh bukannya yang kompetisi itu Ganjar dan Prabowo? Anies mah ga masuk hitungan huahahahaha
prabowomenyapa8,Kira-kira Pak Prabowo bakal datang gak ya gaes? 🤔#shorts #Prabowo #PrabowoSubianto https://t.co/vvXI9wAKHv
hasyim_yasri,@Metro_TV @ganjarpranowo @aniesbaswedan Corong Nasdem yg gini narasinya ya
darmantahu,"@kompascom Lumayan sih dpt saweran 150rb 🤣🤣🤣
mumpung fatwa @MUIPusat blom keluar, terima aje ntar klo pilpres tetap pilihannye @aniesbaswedan 🤣🤣🤣"
SemetonPrabowo,"Hai Semeton Prabowo

Jalan-jalan ke Pasar Kangen
(Cakep.........) 
2024 Pak Prabowo Jadi Presiden
(Uhuy........)

#prabowomenang2024 #prabowopresiden2024 #kunjunganprabowo #prabowomerakyat #prabowosubianto🇮🇩 #singgahkepasar #pasarkangen #semetonprabowo https://t.co/YwAyJSHFNI"
Bersayapamanah,"Wadidaw prabowo buat kebijakan yang aneh

#bukanprabowopresiden
#tolakprabowosubianto
#PrabowoJahat 
#PrabowoSubianto https://t.co/WXLntU9WY3"
gtobing2903,"Buat pendukung @aniesbaswedan tolong jgn lagi buat aksi ketololan ya ttg piala dunia 
Bgtupun pak @ganjarpranowo @PDI_Perjuangan jgn pada teriak soal apapun jgn rusak suasana 
Bgtupun @MUIPusat @PKSejahtera congor kalian jgn bacot soal LGBT dan masalah Rusia 
🙏🙏🙏 https://t.co/r8D6TF91FE"
JuiceQU_Ummi,"@yunartowijaya Iya deh...

Pak @aniesbaswedan kan surveynya kalah terus..santuy aja."
ERABARU17691191,"GANJAR GIGIT JARI, ACARA DEKLARASINYA SEPI, PENDUKUNGNYA MALAH SAMBUT PRABOWO DI SOLO
https://t.co/Dj8VqRrvtk 
#PrabowoSubianto #GanjarPranowo #AniesBaswedan #AniesBapakToleransiIndonesia https://t.co/ig3FxC66Y5"
Alif15399508,@tukangrosok22 @aniesbaswedan Di tanya apa ngomong nya apa
IyanBramastya,"@Metro_TV @ganjarpranowo @aniesbaswedan Plot twist Versi Metro 😃, kenyataannya :
 - Khofifah menolak
 - Mahfud Md gk mau
 - AHY msh lirik kanan kiri 
Yg ada Ondel² yaman cm jd Bacapres 😂"
putri_lave,"Kecurangan Anies Baswedan saat merebut jabatan Rektor Paramadina adalah bukti sifat aslinya

#TolakAnies #TolakPolitikPencitraan #TenggelamkanAnies https://t.co/gTNC69SSS5"
OfficialMNCNews,Prabowo Subianto Tiba di Rumah Duka Desmond https://t.co/gC1tsI2AjM https://t.co/TmnIdxdsHR
dpcgerindra_pwr,"Mari kita bersama sama bergerak maju membentuk dunia yang lebih baik dan memberikan mereka warisan yang membanggakan.

#mendingprabowo 
#prabowosubianto 
#gerindrajateng 
#gerindrajawatengah 
#prabowo 
#gerindra https://t.co/Le8d6o9bEk"
Yantidewiii,"Menhan Prabowo Subianto Jadi Macan Ompong Hadapi Tiongkok di Natuna
Titanic
The Simpsons
2024 #MenangTotal
Israel https://t.co/uVpEZ0VXHA"
Melpi72,@_qaireen084 @choymarkochoy @makhluk_62 @MuhiqR @Mayapada0812 @abylio_sidiq @a_rogansi @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @NohCeukenohhh @AnKiiim_ @aniesbaswedan Klo benar dia suka bokep emang kenapa....??? Koq kamu yg gilaak hehh....
putrapetir_007,@LANGKAHANIES @aniesbaswedan https://t.co/08nmCtEWLX
TlHamid,Kubu sebelah sudah mulai kehilangan akal sehat dan mulai membabibuta menyerang pak @aniesbaswedan  tapi yakin Anies tidak pernah dan tidak akan hina dengan cara² biadab kek gitu. https://t.co/YmWxgk6Xdm
celsyanantasya,"@Ganjaran_app @ganjarpranowo Trimaksi relanwan"" pak ganjar sanggateria sekali acara ya."
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/qqHsc4sE2B"
TaufikA33456182,@Dennysiregar7 @ganjarpranowo Hadeuww..masih aja jualan radikal radikul 😅. rakyat bahagia itu kalo gak miskin. hidup tenang itu kalo gak miskuin..dan itu Ganjar gak ada di poin itu. Kok ? Lah dia bikin Jateng prov. no. 2 termiskuin se pulau Jawa. No. 15 termiskuin se NKRI. UMP terendah se NKRI..Clear 😂
bina_bima,@gilang_ahm31272 @ganjarpranowo Kerjaan biadab ngelus perut bini org ni https://t.co/7XaALKuO0d
